Nombre,Municipio,Categoria,Modalidad,Email,Telefono,Web,Score_Responsabilidad,Motivo_Sector,Motivo_Arraigo,Motivo_Capacidad,Evidencia_Noticias,Analisis_Raw
VT-318575BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-318582BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-319569BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-319940BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-320281BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-320282BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-36308BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-36309BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-36310BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-36312BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-36313BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-319567BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-319551BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-319552BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-311287BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-313150BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-313895BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-313896BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-316453BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-318026BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-319548BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-319549BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-476496A,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-319550BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-319553BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-319554BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-319555BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-319556BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-319579BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-319626BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-319758BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-319759BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-319760BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-319761BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-319762BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-319763BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-319801BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-319802BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-319803BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-319804BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-319805BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-480736A,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-319806BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-319807BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-319808BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-319809BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-319810BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-319811BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-319812BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-319813BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-319814BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-319815BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-319816BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-319817BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-319818BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-319819BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-319820BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-319821BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-319822BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-319823BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-319824BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-319825BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
